Authors,Pub.Year,Journal,Species,Taxon.group,Year/Year.Span,Population,Study.ID,Subset,NC,CombNC,NC.type,Trait.Name,Trait.Class,Fitness.Measure.Defined,Fit.Comp,Grad.linear.value,Grad.linear.StErr,Same.Study,Birds,Physical.Artifact,Other.Org.NC,Multiple.Species,Borderline.ambiguous.case
Grant,1985,Evolution,Geospiza conirostris,V,1981,"Isla Genovesa, Galapagos, Ecuador",13,72,M,Y,C,Bill Length,OtherMO,Pairing Date,M,-0.17,0.19,0,1,0,0,0,0
Grant,1985,Evolution,Geospiza conirostris,V,1982,"Isla Genovesa, Galapagos, Ecuador",13,72,M,Y,C,Bill Length,OtherMO,Pairing Date,M,0.16,0.19,0,1,0,0,0,0
Grant,1985,Evolution,Geospiza conirostris,V,1980,"Isla Genovesa, Galapagos, Ecuador",13,73,M,Y,C,Bill Width,OtherMO,Pairing Date,M,-0.21,0.19,0,1,0,0,0,0
Grant,1985,Evolution,Geospiza conirostris,V,1981,"Isla Genovesa, Galapagos, Ecuador",13,73,M,Y,C,Bill Width,OtherMO,Pairing Date,M,0.08,0.19,0,1,0,0,0,0
Grant,1985,Evolution,Geospiza conirostris,V,1982,"Isla Genovesa, Galapagos, Ecuador",13,73,M,Y,C,Bill Width,OtherMO,Pairing Date,M,0.23,0.19,0,1,0,0,0,0
Holland and Chamberlain,2007,Ecology,Pachycereus schottii,P,2002,"Organ Pipe Cactus National Monument, Arizona, USA",14,74,N,N,NA,Number of ovules,OtherLH,Fecundity - seed production per fruit per plant,F,0.168,0.066,0,0,NA,NA,NA,0
Holland and Chamberlain,2007,Ecology,Pachycereus schottii,P,2005,"Organ Pipe Cactus National Monument, Arizona, USA",14,74,N,N,NA,Number of ovules,OtherLH,Fecundity - seed production per fruit per plant,F,0.26,0.065,0,0,NA,NA,NA,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1981,Swedish Island of Gotland in the Baltic Sea,17,75,M,Y,C,fledgling body condition,OtherMO,survival,S,0.256,0.097,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1983,Swedish Island of Gotland in the Baltic Sea,17,75,M,Y,C,fledgling body condition,OtherMO,survival,S,0.194,0.072,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1984,Swedish Island of Gotland in the Baltic Sea,17,75,M,Y,C,fledgling body condition,OtherMO,survival,S,0.305,0.081,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1985,Swedish Island of Gotland in the Baltic Sea,17,75,M,Y,C,fledgling body condition,OtherMO,survival,S,0.244,0.071,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1986,Swedish Island of Gotland in the Baltic Sea,17,75,M,Y,C,fledgling body condition,OtherMO,survival,S,0.041,0.09,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1987,Swedish Island of Gotland in the Baltic Sea,17,75,M,Y,C,fledgling body condition,OtherMO,survival,S,0.233,0.069,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1988,Swedish Island of Gotland in the Baltic Sea,17,75,M,Y,C,fledgling body condition,OtherMO,survival,S,0.014,0.103,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1989,Swedish Island of Gotland in the Baltic Sea,17,75,M,Y,C,fledgling body condition,OtherMO,survival,S,0.109,0.187,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1990,Swedish Island of Gotland in the Baltic Sea,17,75,M,Y,C,fledgling body condition,OtherMO,survival,S,0.227,0.115,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1991,Swedish Island of Gotland in the Baltic Sea,17,75,M,Y,C,fledgling body condition,OtherMO,survival,S,0.299,0.108,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1992,Swedish Island of Gotland in the Baltic Sea,17,75,M,Y,C,fledgling body condition,OtherMO,survival,S,0.11,0.078,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1993,Swedish Island of Gotland in the Baltic Sea,17,75,M,Y,C,fledgling body condition,OtherMO,survival,S,0.373,0.063,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1994,Swedish Island of Gotland in the Baltic Sea,17,75,M,Y,C,fledgling body condition,OtherMO,survival,S,0.16,0.066,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1995,Swedish Island of Gotland in the Baltic Sea,17,75,M,Y,C,fledgling body condition,OtherMO,survival,S,0.245,0.115,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1996,Swedish Island of Gotland in the Baltic Sea,17,75,M,Y,C,fledgling body condition,OtherMO,survival,S,0.519,0.11,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1997,Swedish Island of Gotland in the Baltic Sea,17,75,M,Y,C,fledgling body condition,OtherMO,survival,S,0.313,0.069,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1998,Swedish Island of Gotland in the Baltic Sea,17,75,M,Y,C,fledgling body condition,OtherMO,survival,S,0.279,0.092,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1981,Swedish Island of Gotland in the Baltic Sea,17,76,M,Y,C,fledgling tarsus length,OtherMO,survival,S,0.211,0.097,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1983,Swedish Island of Gotland in the Baltic Sea,17,76,M,Y,C,fledgling tarsus length,OtherMO,survival,S,0.093,0.072,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1984,Swedish Island of Gotland in the Baltic Sea,17,76,M,Y,C,fledgling tarsus length,OtherMO,survival,S,0.296,0.081,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1985,Swedish Island of Gotland in the Baltic Sea,17,76,M,Y,C,fledgling tarsus length,OtherMO,survival,S,0.06,0.071,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1986,Swedish Island of Gotland in the Baltic Sea,17,76,M,Y,C,fledgling tarsus length,OtherMO,survival,S,0.292,0.091,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1987,Swedish Island of Gotland in the Baltic Sea,17,76,M,Y,C,fledgling tarsus length,OtherMO,survival,S,0.202,0.068,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1988,Swedish Island of Gotland in the Baltic Sea,17,76,M,Y,C,fledgling tarsus length,OtherMO,survival,S,0.006,0.103,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1989,Swedish Island of Gotland in the Baltic Sea,17,76,M,Y,C,fledgling tarsus length,OtherMO,survival,S,0.352,0.187,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1990,Swedish Island of Gotland in the Baltic Sea,17,76,M,Y,C,fledgling tarsus length,OtherMO,survival,S,0.323,0.115,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1991,Swedish Island of Gotland in the Baltic Sea,17,76,M,Y,C,fledgling tarsus length,OtherMO,survival,S,0.304,0.108,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1992,Swedish Island of Gotland in the Baltic Sea,17,76,M,Y,C,fledgling tarsus length,OtherMO,survival,S,0.36,0.078,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1993,Swedish Island of Gotland in the Baltic Sea,17,76,M,Y,C,fledgling tarsus length,OtherMO,survival,S,0.119,0.063,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1994,Swedish Island of Gotland in the Baltic Sea,17,76,M,Y,C,fledgling tarsus length,OtherMO,survival,S,0.106,0.066,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1995,Swedish Island of Gotland in the Baltic Sea,17,76,M,Y,C,fledgling tarsus length,OtherMO,survival,S,0.206,0.116,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1996,Swedish Island of Gotland in the Baltic Sea,17,76,M,Y,C,fledgling tarsus length,OtherMO,survival,S,0.17,0.11,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1997,Swedish Island of Gotland in the Baltic Sea,17,76,M,Y,C,fledgling tarsus length,OtherMO,survival,S,0.233,0.069,0,1,1,0,0,0
Kruuk et al.,2001,American Naturalist,Ficedula albicollis,V,1998,Swedish Island of Gotland in the Baltic Sea,17,76,M,Y,C,fledgling tarsus length,OtherMO,survival,S,0.392,0.092,0,1,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1995,"Cuivre River State Park, near Troy, Missouri, USA",18,77,Y,Y,C,date of egg hatch,Phen,Pupal size - 1st generation ,T,0.022,0.013,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1996,"Cuivre River State Park, near Troy, Missouri, USA",18,77,Y,Y,C,date of egg hatch,Phen,Pupal size - 1st generation ,T,-0.005,0.008,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1997,"Cuivre River State Park, near Troy, Missouri, USA",18,77,Y,Y,C,date of egg hatch,Phen,Pupal size - 1st generation ,T,-0.041,0.012,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1995,"Cuivre River State Park, near Troy, Missouri, USA",18,78,Y,Y,C,date of egg hatch,Phen,Pupal size - 2nd generation ,T,-0.094,0.01,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1996,"Cuivre River State Park, near Troy, Missouri, USA",18,78,Y,Y,C,date of egg hatch,Phen,Pupal size - 2nd generation ,T,-0.025,0.008,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1997,"Cuivre River State Park, near Troy, Missouri, USA",18,78,Y,Y,C,date of egg hatch,Phen,Pupal size - 2nd generation ,T,-0.05,0.011,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1995,"Cuivre River State Park, near Troy, Missouri, USA",18,79,Y,Y,C,date of egg hatch,Phen,"Survival - larval mortality, all causes, 1st generation ",S,0.107,0.33,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1996,"Cuivre River State Park, near Troy, Missouri, USA",18,79,Y,Y,C,date of egg hatch,Phen,"Survival - larval mortality, all causes, 1st generation ",S,0.031,0.021,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1997,"Cuivre River State Park, near Troy, Missouri, USA",18,79,Y,Y,C,date of egg hatch,Phen,"Survival - larval mortality, all causes, 1st generation ",S,0.012,0.031,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1995,"Cuivre River State Park, near Troy, Missouri, USA",18,80,Y,Y,C,date of egg hatch,Phen,"Survival - larval mortality, all causes, 2nd generation",S,-0.105,0.024,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1996,"Cuivre River State Park, near Troy, Missouri, USA",18,80,Y,Y,C,date of egg hatch,Phen,"Survival - larval mortality, all causes, 2nd generation",S,0.017,0.025,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1997,"Cuivre River State Park, near Troy, Missouri, USA",18,80,Y,Y,C,date of egg hatch,Phen,"Survival - larval mortality, all causes, 2nd generation",S,-0.031,0.023,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1995,"Cuivre River State Park, near Troy, Missouri, USA",18,81,Y,Y,C,date of egg hatch,Phen,"Survival - larval mortality, other causes, 1st generation ",S,0.07,0.03,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1996,"Cuivre River State Park, near Troy, Missouri, USA",18,81,Y,Y,C,date of egg hatch,Phen,"Survival - larval mortality, other causes, 1st generation ",S,0.02,0.017,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1997,"Cuivre River State Park, near Troy, Missouri, USA",18,81,Y,Y,C,date of egg hatch,Phen,"Survival - larval mortality, other causes, 1st generation ",S,-0.009,0.027,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1995,"Cuivre River State Park, near Troy, Missouri, USA",18,82,Y,Y,C,date of egg hatch,Phen,"Survival - larval mortality, other causes, 2nd generation ",S,-0.085,0.02,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1996,"Cuivre River State Park, near Troy, Missouri, USA",18,82,Y,Y,C,date of egg hatch,Phen,"Survival - larval mortality, other causes, 2nd generation ",S,0.016,0.017,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1997,"Cuivre River State Park, near Troy, Missouri, USA",18,82,Y,Y,C,date of egg hatch,Phen,"Survival - larval mortality, other causes, 2nd generation ",S,-0.02,0.019,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1995,"Cuivre River State Park, near Troy, Missouri, USA",18,83,Y,Y,C,date of egg hatch,Phen,"Survival - larval mortality, parasitoid induced, 1st generation ",S,0.062,0.021,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1996,"Cuivre River State Park, near Troy, Missouri, USA",18,83,Y,Y,C,date of egg hatch,Phen,"Survival - larval mortality, parasitoid induced, 1st generation ",S,0.015,0.015,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1997,"Cuivre River State Park, near Troy, Missouri, USA",18,83,Y,Y,C,date of egg hatch,Phen,"Survival - larval mortality, parasitoid induced, 1st generation ",S,0.024,0.018,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1995,"Cuivre River State Park, near Troy, Missouri, USA",18,84,Y,Y,C,date of egg hatch,Phen,"Survival - larval mortality, parasitoid induced, 2nd generation ",S,-0.037,0.017,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1996,"Cuivre River State Park, near Troy, Missouri, USA",18,84,Y,Y,C,date of egg hatch,Phen,"Survival - larval mortality, parasitoid induced, 2nd generation ",S,0.003,0.022,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1997,"Cuivre River State Park, near Troy, Missouri, USA",18,84,Y,Y,C,date of egg hatch,Phen,"Survival - larval mortality, parasitoid induced, 2nd generation ",S,-0.014,0.015,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1995,"Cuivre River State Park, near Troy, Missouri, USA",18,85,Y,Y,C,date of egg hatch,Phen,Survival (larval mortality) + pupal size - 1st generation,S,0.133,0.035,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1996,"Cuivre River State Park, near Troy, Missouri, USA",18,85,Y,Y,C,date of egg hatch,Phen,Survival (larval mortality) + pupal size - 1st generation,S,0.026,0.022,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1997,"Cuivre River State Park, near Troy, Missouri, USA",18,85,Y,Y,C,date of egg hatch,Phen,Survival (larval mortality) + pupal size - 1st generation,S,-0.032,0.033,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1995,"Cuivre River State Park, near Troy, Missouri, USA",18,86,Y,Y,C,date of egg hatch,Phen,Survival (larval mortality) + pupal size - 2nd generation,S,-0.192,0.025,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1996,"Cuivre River State Park, near Troy, Missouri, USA",18,86,Y,Y,C,date of egg hatch,Phen,Survival (larval mortality) + pupal size - 2nd generation,S,-0.009,0.027,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1997,"Cuivre River State Park, near Troy, Missouri, USA",18,86,Y,Y,C,date of egg hatch,Phen,Survival (larval mortality) + pupal size - 2nd generation,S,-0.085,0.025,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1995,"Cuivre River State Park, near Troy, Missouri, USA",18,87,Y,Y,C,pupal mass,Size,"Survival - adult mortality, 1st generation",S,0.044,0.01,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1996,"Cuivre River State Park, near Troy, Missouri, USA",18,87,Y,Y,C,pupal mass,Size,"Survival - adult mortality, 1st generation",S,0.016,0.008,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1995,"Cuivre River State Park, near Troy, Missouri, USA",18,88,Y,Y,C,pupal mass,Size,"Survival - adult mortality, 2nd generation",S,0.056,0.096,0,0,1,0,0,0
Lill,2001,Evolution,Psilocorsis quercicella,I,1996,"Cuivre River State Park, near Troy, Missouri, USA",18,88,Y,Y,C,pupal mass,Size,"Survival - adult mortality, 2nd generation",S,0.127,0.018,0,0,1,0,0,0
Maad,2000,Evolution,Platanthera bifolia,P,1993,"Bergeby, Dalarna, central Sweden",19,89,N,N,NA,Flower number,OtherLH,Female fecundity - fruits produced,F,0.402,0.043,1,0,NA,NA,NA,0
Maad,2000,Evolution,Platanthera bifolia,P,1994,"Bergeby, Dalarna, central Sweden",19,89,N,N,NA,Flower number,OtherLH,Female fecundity - fruits produced,F,0.42,0.054,1,0,NA,NA,NA,0
Maad,2000,Evolution,Platanthera bifolia,P,1995,"Bergeby, Dalarna, central Sweden",19,89,N,N,NA,Flower number,OtherLH,Female fecundity - fruits produced,F,0.31,0.014,1,0,NA,NA,NA,0
Maad,2000,Evolution,Platanthera bifolia,P,1993,"Bergeby, Dalarna, central Sweden",19,90,N,N,NA,Flower number,OtherLH,Male fecundity - pollen removed,F,0.35,0.066,1,0,NA,NA,NA,0
Maad,2000,Evolution,Platanthera bifolia,P,1994,"Bergeby, Dalarna, central Sweden",19,90,N,N,NA,Flower number,OtherLH,Male fecundity - pollen removed,F,0.511,0.082,1,0,NA,NA,NA,0
Maad,2000,Evolution,Platanthera bifolia,P,1995,"Bergeby, Dalarna, central Sweden",19,90,N,N,NA,Flower number,OtherLH,Male fecundity - pollen removed,F,0.344,0.028,1,0,NA,NA,NA,0
Maad,2000,Evolution,Platanthera bifolia,P,1993,"Bergeby, Dalarna, central Sweden",19,91,M,Y,C,Midflowering date,Phen,Female fecundity - fruits produced,F,-0.009,0.041,1,0,0,1,1,0
Maad,2000,Evolution,Platanthera bifolia,P,1994,"Bergeby, Dalarna, central Sweden",19,91,M,Y,C,Midflowering date,Phen,Female fecundity - fruits produced,F,-0.062,0.051,1,0,0,1,1,0
Maad,2000,Evolution,Platanthera bifolia,P,1995,"Bergeby, Dalarna, central Sweden",19,91,M,Y,C,Midflowering date,Phen,Female fecundity - fruits produced,F,-0.002,0.013,1,0,0,1,1,0
Maad,2000,Evolution,Platanthera bifolia,P,1993,"Bergeby, Dalarna, central Sweden",19,92,M,Y,C,Midflowering date,Phen,Male fecundity - pollen removed,F,-0.006,0.063,1,0,0,1,1,0
Maad,2000,Evolution,Platanthera bifolia,P,1994,"Bergeby, Dalarna, central Sweden",19,92,M,Y,C,Midflowering date,Phen,Male fecundity - pollen removed,F,0.188,0.078,1,0,0,1,1,0
Maad,2000,Evolution,Platanthera bifolia,P,1995,"Bergeby, Dalarna, central Sweden",19,92,M,Y,C,Midflowering date,Phen,Male fecundity - pollen removed,F,-0.013,0.025,1,0,0,1,1,0
Maad,2000,Evolution,Platanthera bifolia,P,1993,"Bergeby, Dalarna, central Sweden",19,93,Y,Y,C,Spur length,OtherMO,Female fecundity - fruits produced,F,0.055,0.043,1,0,0,1,1,0
Maad,2000,Evolution,Platanthera bifolia,P,1994,"Bergeby, Dalarna, central Sweden",19,93,Y,Y,C,Spur length,OtherMO,Female fecundity - fruits produced,F,0.106,0.051,1,0,0,1,1,0
Maad,2000,Evolution,Platanthera bifolia,P,1995,"Bergeby, Dalarna, central Sweden",19,93,Y,Y,C,Spur length,OtherMO,Female fecundity - fruits produced,F,0.015,0.013,1,0,0,1,1,0
Maad,2000,Evolution,Platanthera bifolia,P,1993,"Bergeby, Dalarna, central Sweden",19,94,Y,Y,C,Spur length,OtherMO,Male fecundity - pollen removed,F,0.034,0.066,1,0,0,1,1,0
Maad,2000,Evolution,Platanthera bifolia,P,1994,"Bergeby, Dalarna, central Sweden",19,94,Y,Y,C,Spur length,OtherMO,Male fecundity - pollen removed,F,0.188,0.077,1,0,0,1,1,0
Maad,2000,Evolution,Platanthera bifolia,P,1995,"Bergeby, Dalarna, central Sweden",19,94,Y,Y,C,Spur length,OtherMO,Male fecundity - pollen removed,F,0.007,0.025,1,0,0,1,1,0
Maad,2000,Evolution,Platanthera bifolia,P,1993,"Bergeby, Dalarna, central Sweden",19,95,M,Y,C,Stalk length,OtherMO,Female fecundity - fruits produced,F,0.079,0.047,1,0,0,1,1,0
Maad,2000,Evolution,Platanthera bifolia,P,1994,"Bergeby, Dalarna, central Sweden",19,95,M,Y,C,Stalk length,OtherMO,Female fecundity - fruits produced,F,0.15,0.054,1,0,0,1,1,0
Maad,2000,Evolution,Platanthera bifolia,P,1995,"Bergeby, Dalarna, central Sweden",19,95,M,Y,C,Stalk length,OtherMO,Female fecundity - fruits produced,F,0.014,0.014,1,0,0,1,1,0
Maad,2000,Evolution,Platanthera bifolia,P,1993,"Bergeby, Dalarna, central Sweden",19,96,M,Y,C,Stalk length,OtherMO,Male fecundity - pollen removed,F,0.19,0.073,1,0,0,1,1,0
Maad,2000,Evolution,Platanthera bifolia,P,1994,"Bergeby, Dalarna, central Sweden",19,96,M,Y,C,Stalk length,OtherMO,Male fecundity - pollen removed,F,-0.031,0.081,1,0,0,1,1,0
Maad,2000,Evolution,Platanthera bifolia,P,1995,"Bergeby, Dalarna, central Sweden",19,96,M,Y,C,Stalk length,OtherMO,Male fecundity - pollen removed,F,0.017,0.028,1,0,0,1,1,0
McAdam and Boutin,2003,Evolution,Tamiasciurus hudsonicus,V,1989,"southwestern Yukon, Canada",20,97,N,N,NA,litter size,OtherLH,survival,S,-1.13,0.52,0,0,NA,NA,NA,1
McAdam and Boutin,2003,Evolution,Tamiasciurus hudsonicus,V,1990,"southwestern Yukon, Canada",20,97,N,N,NA,litter size,OtherLH,survival,S,0.16,0.54,0,0,NA,NA,NA,1
McAdam and Boutin,2003,Evolution,Tamiasciurus hudsonicus,V,1991,"southwestern Yukon, Canada",20,97,N,N,NA,litter size,OtherLH,survival,S,-0.01,0.13,0,0,NA,NA,NA,1
McAdam and Boutin,2003,Evolution,Tamiasciurus hudsonicus,V,1992,"southwestern Yukon, Canada",20,97,N,N,NA,litter size,OtherLH,survival,S,0.46,0.28,0,0,NA,NA,NA,1
McAdam and Boutin,2003,Evolution,Tamiasciurus hudsonicus,V,1993,"southwestern Yukon, Canada",20,97,N,N,NA,litter size,OtherLH,survival,S,0.02,0.07,0,0,NA,NA,NA,1
McAdam and Boutin,2003,Evolution,Tamiasciurus hudsonicus,V,1994,"southwestern Yukon, Canada",20,97,N,N,NA,litter size,OtherLH,survival,S,-0.08,0.21,0,0,NA,NA,NA,1
McAdam and Boutin,2003,Evolution,Tamiasciurus hudsonicus,V,1995,"southwestern Yukon, Canada",20,97,N,N,NA,litter size,OtherLH,survival,S,-0.29,0.08,0,0,NA,NA,NA,1
McAdam and Boutin,2003,Evolution,Tamiasciurus hudsonicus,V,1996,"southwestern Yukon, Canada",20,97,N,N,NA,litter size,OtherLH,survival,S,0.07,0.58,0,0,NA,NA,NA,1
McAdam and Boutin,2003,Evolution,Tamiasciurus hudsonicus,V,1997,"southwestern Yukon, Canada",20,97,N,N,NA,litter size,OtherLH,survival,S,-0.17,0.11,0,0,NA,NA,NA,1
McAdam and Boutin,2003,Evolution,Tamiasciurus hudsonicus,V,1998,"southwestern Yukon, Canada",20,97,N,N,NA,litter size,OtherLH,survival,S,0.06,0.12,0,0,NA,NA,NA,1
McAdam and Boutin,2003,Evolution,Tamiasciurus hudsonicus,V,1999,"southwestern Yukon, Canada",20,97,N,N,NA,litter size,OtherLH,survival,S,0.31,0.25,0,0,NA,NA,NA,1
McAdam and Boutin,2003,Evolution,Tamiasciurus hudsonicus,V,2000,"southwestern Yukon, Canada",20,97,N,N,NA,litter size,OtherLH,survival,S,0.51,0.29,0,0,NA,NA,NA,1
McAdam and Boutin,2003,Evolution,Tamiasciurus hudsonicus,V,2001,"southwestern Yukon, Canada",20,97,N,N,NA,litter size,OtherLH,survival,S,0.13,0.07,0,0,NA,NA,NA,1
McAdam and Boutin,2003,Evolution,Tamiasciurus hudsonicus,V,1989,"southwestern Yukon, Canada",20,98,N,N,NA,partuition date,Phen,survival,S,0.24,0.43,0,0,NA,NA,NA,1
McAdam and Boutin,2003,Evolution,Tamiasciurus hudsonicus,V,1990,"southwestern Yukon, Canada",20,98,N,N,NA,partuition date,Phen,survival,S,-0.83,0.53,0,0,NA,NA,NA,1
McAdam and Boutin,2003,Evolution,Tamiasciurus hudsonicus,V,1991,"southwestern Yukon, Canada",20,98,N,N,NA,partuition date,Phen,survival,S,-0.15,0.12,0,0,NA,NA,NA,1
McAdam and Boutin,2003,Evolution,Tamiasciurus hudsonicus,V,1992,"southwestern Yukon, Canada",20,98,N,N,NA,partuition date,Phen,survival,S,-0.5,0.18,0,0,NA,NA,NA,1
McAdam and Boutin,2003,Evolution,Tamiasciurus hudsonicus,V,1993,"southwestern Yukon, Canada",20,98,N,N,NA,partuition date,Phen,survival,S,-0.05,0.07,0,0,NA,NA,NA,1
McAdam and Boutin,2003,Evolution,Tamiasciurus hudsonicus,V,1994,"southwestern Yukon, Canada",20,98,N,N,NA,partuition date,Phen,survival,S,0.03,0.25,0,0,NA,NA,NA,1
McAdam and Boutin,2003,Evolution,Tamiasciurus hudsonicus,V,1995,"southwestern Yukon, Canada",20,98,N,N,NA,partuition date,Phen,survival,S,0.09,0.09,0,0,NA,NA,NA,1
McAdam and Boutin,2003,Evolution,Tamiasciurus hudsonicus,V,1996,"southwestern Yukon, Canada",20,98,N,N,NA,partuition date,Phen,survival,S,-0.4,0.49,0,0,NA,NA,NA,1
